DOLLAREL,BEDROOMS,TVCOLOR,NHSLDMEM,TOTSQFT_EN,BA_climate,SWIMPOOL_,INCOME,TYPEHUQ_,DISHWASH,CWASHER,ELWARM,ELCOOL,ELWATER,REGIONC,TELLWORK
672.57,1,1,1,350,Mixed-Humid,0,1,0,0,0,1,1,0,NORTHEAST,0
1778,3,2,3,900,Hot-Humid,0,1,1,0,1,1,1,0,SOUTH,0
1565.83,5,3,4,3550,Mixed-Humid,0,4,1,1,1,0,1,0,SOUTH,1
888.43,4,3,2,2800,Hot-Dry,0,1,1,1,1,0,1,0,WEST,0
1830.36,4,3,2,2600,Cold,0,2,1,1,1,0,1,0,NORTHEAST,0
2259.76,3,1,1,3390,Hot-Humid,0,1,1,1,1,1,1,1,SOUTH,0
543.44,2,1,1,2200,Cold,0,1,1,0,1,0,1,0,SOUTH,0
3225.72,4,3,4,1400,Marine,0,3,1,1,1,0,1,1,WEST,1
1012.81,3,5,2,2600,Cold,0,3,1,1,1,0,1,0,WEST,0
2097.06,3,5,3,2460,Hot-Humid,0,3,1,1,1,1,1,1,SOUTH,1
3425.94,3,6,2,2300,Hot-Humid,0,4,1,1,1,0,1,0,SOUTH,0
2725.59,3,5,4,2000,Hot-Humid,1,4,1,1,1,0,1,1,SOUTH,0
937.1,2,1,1,1100,Mixed-Humid,0,1,0,1,1,1,1,1,SOUTH,0
2582.34,3,1,3,1560,Cold,0,1,1,1,1,1,0,1,WEST,0
318.73,2,2,1,790,Cold,0,1,0,1,1,0,1,0,WEST,0
2294.66,6,3,6,3600,Cold,0,3,1,1,1,0,1,0,WEST,0
1794.86,3,4,4,1380,Hot-Humid,0,1,1,0,1,0,1,0,SOUTH,0
1734.8,2,2,2,2030,Cold,0,2,1,1,1,0,1,1,NORTHEAST,0
1118.86,2,1,2,1160,Mixed-Humid,0,4,0,1,1,1,1,1,SOUTH,1
2010.62,3,2,2,1500,Mixed-Humid,0,3,1,1,1,1,1,1,SOUTH,0
701.99,3,3,3,1030,Hot-Dry,0,1,1,1,1,0,1,0,WEST,1
651.71,2,2,1,1920,Cold,0,1,1,1,1,0,1,0,NORTHEAST,0
1683.41,1,1,1,1680,Very-Cold,0,1,1,1,1,0,0,1,WEST,0
1486.25,3,3,4,1620,Hot-Humid,0,3,1,1,1,1,0,1,SOUTH,0
612.49,3,1,2,2000,Cold,0,4,0,1,1,0,1,0,MIDWEST,0
409.03,1,1,1,850,Hot-Humid,0,1,0,1,1,0,1,0,SOUTH,0
2088.25,4,3,6,850,Hot-Dry,0,3,1,0,1,0,1,0,WEST,0
1277.99,4,2,2,1170,Hot-Humid,0,4,1,1,1,0,1,0,SOUTH,0
532.1,5,1,4,2800,Cold,0,4,1,1,1,0,0,0,WEST,1
1991.02,4,1,1,1650,Mixed-Humid,0,1,1,0,1,1,1,1,SOUTH,0
442.65,2,1,2,1080,Cold,0,3,0,1,1,0,0,0,NORTHEAST,1
1384.09,3,3,4,1000,Mixed-Humid,0,1,1,1,1,0,1,1,SOUTH,0
785.94,2,5,4,620,Cold,0,1,0,0,0,1,1,1,MIDWEST,0
1627.45,2,2,2,1440,Mixed-Humid,0,4,0,1,1,1,1,1,NORTHEAST,1
1741.43,1,2,1,850,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,1
665.19,3,1,1,3800,Hot-Humid,0,1,0,1,1,0,1,0,SOUTH,0
2621.81,3,3,3,890,Hot-Dry,0,1,1,1,1,0,0,0,WEST,0
1683.02,2,1,1,1100,Mixed-Humid,0,2,0,1,0,1,1,0,NORTHEAST,0
931.26,3,3,2,1480,Very-Cold,0,2,0,1,1,0,0,0,WEST,0
2122.46,1,2,1,550,Hot-Humid,0,4,0,1,1,0,0,0,WEST,0
2163.5,3,3,3,1950,Mixed-Humid,0,4,0,1,1,0,1,0,SOUTH,0
1918.83,2,2,3,950,Marine,0,1,0,1,1,1,1,1,WEST,0
1422.47,3,3,2,1290,Hot-Humid,0,1,1,0,1,1,0,1,SOUTH,0
1187.28,0,1,4,350,Hot-Dry,0,1,0,0,0,0,1,1,WEST,0
2225.17,2,1,1,2770,Cold,0,2,1,1,1,1,1,1,MIDWEST,0
3556.17,3,3,2,3000,Cold,1,2,1,1,1,0,0,1,NORTHEAST,0
710.59,5,1,2,4000,Mixed-Humid,0,1,0,1,1,0,1,0,NORTHEAST,0
3423.24,2,3,3,1200,Hot-Dry,0,2,1,1,1,1,1,1,WEST,1
899.88,2,4,2,2500,Cold,0,1,1,1,1,0,1,0,MIDWEST,0
1555.96,3,3,1,1450,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
4369.62,3,3,2,2720,Cold,0,4,1,1,1,1,1,1,NORTHEAST,0
1381.79,6,3,4,5000,Cold,0,1,1,0,1,0,0,1,WEST,1
4356.95,4,6,2,3150,Cold,0,2,1,1,1,0,1,0,NORTHEAST,0
2230.94,5,3,2,3250,Mixed-Humid,0,3,1,1,1,1,1,1,SOUTH,0
1159.42,3,2,2,2350,Hot-Humid,0,4,0,1,1,0,1,0,SOUTH,1
295.61,3,1,4,1700,Cold,0,3,1,1,1,0,1,0,NORTHEAST,1
1525.76,2,2,2,1360,Very-Cold,0,1,0,1,1,1,0,0,WEST,0
1893.62,3,2,2,3120,Very-Cold,0,4,1,1,1,0,1,0,WEST,0
578.12,1,1,1,680,Mixed-Humid,0,4,0,0,1,1,1,0,NORTHEAST,1
1356.35,4,4,3,1950,Cold,0,1,1,0,1,0,0,0,WEST,0
611.75,3,2,2,1700,Hot-Humid,0,3,1,1,1,0,1,0,SOUTH,0
1392.29,3,4,5,900,Hot-Dry,0,2,1,0,1,1,0,0,WEST,0
332.48,3,1,1,1650,Mixed-Humid,0,1,0,1,1,0,1,0,NORTHEAST,0
3807.44,5,3,2,6380,Mixed-Humid,1,3,1,1,1,1,1,1,SOUTH,1
1465.85,3,2,2,4280,Hot-Dry,0,1,1,1,1,0,1,0,WEST,0
1858.79,1,1,2,400,Cold,0,1,1,0,0,1,1,1,NORTHEAST,0
538.54,1,2,1,730,Hot-Dry,0,1,0,1,0,1,1,1,WEST,0
1668.87,3,1,4,1500,Very-Cold,0,4,0,1,1,0,0,1,WEST,0
663.36,4,1,4,1980,Hot-Dry,1,2,1,1,1,0,1,0,WEST,1
703.45,2,0,1,1520,Cold,0,1,1,0,1,0,1,0,MIDWEST,1
980.02,3,2,2,1150,Hot-Humid,0,1,1,1,1,1,1,0,SOUTH,0
712.3,4,1,3,1900,Cold,0,3,1,1,1,1,1,0,WEST,0
545.8,4,5,2,1940,Cold,0,3,1,1,1,0,1,0,MIDWEST,0
1005.32,4,1,1,1790,Hot-Humid,0,1,1,1,1,1,1,0,SOUTH,0
1799.8,3,1,4,1500,Hot-Humid,0,2,1,1,1,1,1,1,SOUTH,0
420.78,2,2,6,2000,Marine,0,1,1,0,1,1,0,0,WEST,1
799.83,2,1,1,1100,Hot-Humid,0,1,0,1,1,0,1,1,SOUTH,0
1669.09,2,3,3,700,Mixed-Humid,0,1,0,0,0,0,1,1,NORTHEAST,0
262.15,4,3,3,1500,Hot-Dry,0,1,1,1,1,0,1,0,WEST,0
1034.1,1,2,1,450,Mixed-Humid,0,1,0,0,1,1,1,1,NORTHEAST,0
1848.43,2,1,1,1500,Cold,0,2,0,1,1,1,1,1,MIDWEST,0
866.87,2,1,1,800,Marine,0,1,0,1,1,1,0,1,WEST,1
3029.26,3,2,2,8330,Mixed-Humid,1,4,1,1,1,0,1,0,NORTHEAST,1
413.8,2,2,1,1800,Mixed-Humid,0,1,1,0,1,0,1,0,MIDWEST,0
1901.88,4,4,1,2390,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,1
1596.81,3,2,2,1440,Mixed-Humid,0,1,1,1,1,0,1,1,SOUTH,0
1393.17,4,2,2,2600,Hot-Dry,0,3,1,1,1,0,1,0,WEST,0
2218.96,4,3,4,2600,Hot-Dry,0,1,1,1,1,1,1,1,WEST,1
718.61,2,3,3,1000,Mixed-Humid,0,1,0,1,1,1,1,1,SOUTH,0
513.16,1,1,1,650,Mixed-Humid,0,1,0,1,1,0,1,1,SOUTH,0
1706.06,3,1,3,1050,Cold,0,1,1,0,1,1,1,1,MIDWEST,1
1568.44,2,2,2,1350,Hot-Dry,0,3,0,1,1,0,1,0,WEST,0
738.15,2,0,4,1000,Cold,0,2,0,0,1,0,1,0,MIDWEST,0
364.32,4,2,3,1130,Hot-Dry,0,3,1,1,1,1,0,0,WEST,0
2026.9,2,3,2,760,Mixed-Humid,0,1,0,1,1,1,1,0,SOUTH,0
541.63,3,3,1,1600,Mixed-Humid,0,1,0,0,0,1,1,0,SOUTH,0
1829.67,4,5,2,6250,Mixed-Humid,0,3,1,1,1,0,1,0,MIDWEST,1
2472.39,4,3,4,1420,Hot-Humid,0,1,1,1,1,0,1,0,SOUTH,1
1258.34,5,3,4,2700,Cold,0,2,1,1,1,0,1,0,WEST,1
1004.28,3,1,2,540,Hot-Humid,0,1,1,1,1,0,1,1,SOUTH,0
1002.54,4,2,2,2500,Mixed-Humid,0,1,1,1,1,0,1,0,SOUTH,1
2139.61,2,2,3,1500,Hot-Humid,0,1,0,1,1,1,1,1,SOUTH,0
420.48,1,3,1,780,Cold,0,2,0,1,0,0,1,0,NORTHEAST,0
1621.29,4,3,4,3360,Mixed-Humid,0,3,1,1,1,0,1,0,SOUTH,1
384.47,2,1,1,580,Cold,0,1,0,1,1,0,1,0,MIDWEST,0
1648,4,1,1,3000,Mixed-Humid,0,2,1,1,1,1,1,1,NORTHEAST,0
930.48,2,2,1,2880,Cold,0,1,1,0,1,0,1,0,NORTHEAST,0
774.23,2,1,1,1300,Cold,0,1,1,0,1,0,0,0,NORTHEAST,0
1559.94,3,3,5,3450,Mixed-Humid,0,4,1,1,1,1,1,0,MIDWEST,0
1174.77,3,3,5,1150,Hot-Humid,0,1,0,1,1,1,1,1,SOUTH,0
1953.32,4,4,4,2870,Hot-Dry,0,2,1,1,1,1,1,1,WEST,0
1226.75,3,1,5,4600,Cold,0,3,1,1,1,1,1,0,WEST,1
922.09,3,1,2,3200,Cold,0,2,1,1,1,0,1,0,MIDWEST,0
800.68,5,4,6,1600,Hot-Dry,0,2,1,1,1,1,1,0,WEST,0
1097.96,3,1,2,3900,Mixed-Humid,0,2,1,0,1,1,1,1,SOUTH,0
1235.97,1,1,1,990,Mixed-Humid,0,3,0,1,1,0,1,0,NORTHEAST,1
652.6,1,1,1,500,Cold,0,1,0,1,1,1,1,1,WEST,1
984.56,3,2,1,1970,Hot-Humid,0,1,1,1,1,1,1,1,SOUTH,1
618.21,3,3,1,1500,Hot-Humid,0,1,0,1,1,1,1,1,SOUTH,0
1825.8,3,1,2,1500,Hot-Humid,0,2,1,0,1,1,1,1,SOUTH,0
1318.23,3,2,1,1350,Marine,0,2,0,1,1,1,1,0,WEST,1
2757.37,3,3,4,3400,Mixed-Humid,0,3,1,1,1,1,1,1,SOUTH,0
3677.24,2,2,2,1100,Hot-Dry,0,1,0,1,0,1,1,1,WEST,0
1000.68,2,2,5,880,Hot-Humid,0,2,0,1,1,1,1,1,SOUTH,0
544.01,2,1,2,750,Cold,0,2,0,1,0,1,1,1,NORTHEAST,1
2802.82,3,2,2,3700,Mixed-Humid,0,1,1,1,1,1,1,1,MIDWEST,0
1269.13,2,2,2,1490,Cold,0,2,1,1,1,0,1,0,NORTHEAST,1
540.28,0,1,1,350,Mixed-Humid,0,1,0,1,0,1,1,1,SOUTH,0
310.09,3,1,4,1800,Hot-Humid,0,3,1,0,1,0,0,1,WEST,0
2020.76,3,2,2,1500,Mixed-Humid,0,1,1,1,1,1,0,1,SOUTH,0
1218.78,4,2,2,3110,Mixed-Humid,0,4,1,1,1,0,1,1,SOUTH,0
1282.91,2,2,2,2000,Hot-Dry,0,4,1,1,1,1,1,0,WEST,0
771.54,2,3,2,1680,Cold,0,2,1,1,1,0,0,0,NORTHEAST,0
3215.97,3,4,6,1790,Hot-Humid,0,2,1,1,1,0,1,0,SOUTH,0
3412.71,4,4,6,1330,Hot-Dry,1,3,1,1,1,0,1,0,WEST,0
1086.29,2,3,2,700,Cold,0,1,1,1,1,1,1,0,MIDWEST,0
806.48,3,1,1,1500,Hot-Humid,0,1,1,1,1,1,1,1,SOUTH,1
1490.95,5,3,4,3400,Cold,1,3,1,1,1,0,1,0,WEST,1
270.57,2,3,4,980,Hot-Dry,0,1,0,0,0,0,1,1,WEST,0
1500.39,4,3,4,1350,Mixed-Humid,0,1,0,1,1,1,1,1,SOUTH,0
362.87,1,0,1,480,Cold,0,1,0,0,0,0,1,0,NORTHEAST,0
1476.87,3,2,2,3600,Cold,0,2,1,0,1,0,1,0,MIDWEST,0
2001.8,4,6,5,1610,Hot-Humid,0,2,1,1,1,1,1,1,SOUTH,0
919.16,3,3,3,2630,Cold,0,4,1,1,1,1,1,0,NORTHEAST,1
813.17,2,2,3,980,Cold,0,1,0,1,1,0,1,0,WEST,0
2705.96,3,3,2,1800,Hot-Dry,0,3,1,1,1,0,1,1,WEST,1
478.11,3,3,4,1800,Cold,0,3,1,1,1,1,1,0,NORTHEAST,0
1571.59,4,3,2,3150,Cold,0,3,1,1,1,0,1,0,MIDWEST,1
791.87,2,3,2,1150,Hot-Humid,0,1,1,0,1,0,1,0,SOUTH,0
383.48,5,0,3,3000,Mixed-Humid,0,2,0,0,0,0,0,0,MIDWEST,1
816,2,3,2,2800,Mixed-Humid,0,2,1,1,1,0,1,0,MIDWEST,0
1555.45,4,4,2,4200,Mixed-Humid,0,4,1,1,1,0,1,0,SOUTH,1
2297.04,5,5,2,3700,Mixed-Humid,0,4,1,1,1,0,1,0,SOUTH,1
1491.61,4,4,3,750,Cold,0,1,1,0,0,1,0,1,MIDWEST,0
786.75,1,0,1,920,Mixed-Humid,0,1,0,0,0,1,1,1,MIDWEST,0
2377.03,5,2,2,2500,Hot-Humid,0,1,1,1,1,1,1,1,SOUTH,0
307.61,4,0,1,1680,Cold,0,2,1,1,1,0,1,0,MIDWEST,1
1192.53,4,2,2,1490,Hot-Dry,0,3,1,1,1,0,1,0,WEST,1
1670.53,3,3,3,2130,Cold,0,3,1,1,1,0,1,0,MIDWEST,0
259.19,2,0,1,480,Hot-Humid,0,1,1,0,0,0,0,1,SOUTH,0
1462.92,3,1,4,900,Mixed-Humid,0,2,0,1,0,1,1,0,MIDWEST,1
1463.08,1,1,2,1750,Hot-Humid,0,1,1,1,1,0,0,0,WEST,0
1222.06,2,1,2,1000,Mixed-Humid,0,1,1,0,1,0,1,1,SOUTH,0
2520.19,4,3,4,2280,Mixed-Humid,0,2,1,1,1,1,1,1,SOUTH,1
1312.81,4,3,1,4000,Cold,0,2,1,1,1,1,1,1,MIDWEST,0
809.65,2,2,1,1250,Hot-Humid,0,4,0,1,1,0,1,1,SOUTH,0
1418.22,4,2,5,3900,Mixed-Humid,0,4,1,1,0,0,0,0,NORTHEAST,1
908.62,3,1,1,920,Cold,0,1,0,0,0,1,1,0,NORTHEAST,0
724.23,2,1,3,1250,Mixed-Humid,0,2,0,1,1,1,1,0,SOUTH,0
2272.3,3,4,4,1250,Mixed-Humid,0,2,1,1,1,1,0,1,MIDWEST,0
1681.48,3,2,2,2350,Mixed-Humid,0,1,1,1,1,1,1,0,SOUTH,0
1788.39,4,3,3,3030,Mixed-Humid,0,2,1,1,0,0,1,0,NORTHEAST,0
1166.5,3,1,2,950,Mixed-Humid,0,1,1,1,1,1,1,0,SOUTH,0
2189.75,5,6,2,3090,Cold,0,4,1,1,1,0,1,0,NORTHEAST,0
749.47,3,1,1,2700,Very-Cold,0,2,1,1,1,0,0,1,WEST,0
1213.12,2,3,2,830,Mixed-Humid,0,3,0,1,1,1,1,0,SOUTH,1
1169.68,2,1,2,3900,Cold,0,3,1,1,1,0,1,1,NORTHEAST,0
2056.03,2,1,1,1180,Cold,0,2,0,0,1,1,1,1,MIDWEST,0
2123.83,3,4,4,1000,Hot-Humid,0,1,0,1,1,0,1,1,SOUTH,0
2011.09,3,3,2,1280,Mixed-Humid,1,2,1,1,1,1,1,0,SOUTH,0
2433.61,3,2,4,1800,Cold,0,2,1,1,1,1,1,1,MIDWEST,0
542.09,2,1,2,1080,Cold,0,1,0,1,1,0,1,0,MIDWEST,0
1086.58,4,2,3,1530,Hot-Dry,0,3,1,1,1,1,0,0,WEST,1
1258.15,1,1,1,500,Mixed-Humid,0,2,0,1,0,1,1,0,SOUTH,0
1652.12,4,1,2,1840,Hot-Dry,0,3,1,1,1,0,1,0,WEST,1
2387.54,3,3,2,1750,Cold,0,2,1,1,1,0,1,1,MIDWEST,1
2019.11,3,1,2,1600,Cold,0,3,1,1,1,0,1,0,MIDWEST,0
1706.93,4,2,3,2350,Mixed-Humid,0,3,1,1,1,0,1,0,SOUTH,0
986.48,5,1,4,2690,Mixed-Humid,0,3,1,1,1,0,0,1,SOUTH,1
2187.64,4,2,3,2450,Mixed-Humid,0,4,1,1,1,0,1,1,SOUTH,0
678.82,2,2,1,3600,Mixed-Humid,0,1,1,1,1,0,1,1,MIDWEST,0
1969.21,3,1,2,2700,Hot-Humid,0,3,1,1,1,0,1,0,SOUTH,0
1459.15,3,4,5,1880,Cold,0,4,0,1,1,0,1,0,MIDWEST,1
561.88,1,1,2,1100,Marine,0,1,1,0,1,0,1,0,WEST,1
709.79,1,1,1,550,Cold,0,1,0,0,0,0,0,0,NORTHEAST,1
380,1,0,1,480,Marine,0,1,0,0,0,1,0,1,WEST,0
4923.03,4,3,5,1800,Hot-Humid,0,4,0,0,1,0,0,1,WEST,0
1782.36,3,2,2,2200,Hot-Dry,0,3,1,1,1,0,1,0,WEST,1
1363.7,3,3,4,1860,Cold,0,1,1,0,1,0,1,0,NORTHEAST,0
669.89,3,2,2,2700,Very-Cold,0,2,1,1,1,0,1,0,MIDWEST,0
449.96,0,1,1,400,Cold,0,1,0,0,0,1,0,0,WEST,0
792.91,2,2,2,1000,Cold,0,1,0,1,1,1,1,1,WEST,0
2080.04,3,2,1,2100,Marine,0,4,1,1,1,1,1,1,WEST,1
1610.34,2,1,2,2400,Mixed-Humid,0,2,1,0,1,1,1,1,SOUTH,0
2474.64,4,1,3,4200,Hot-Humid,0,2,1,1,1,0,1,1,SOUTH,1
1998.95,4,1,4,1510,Mixed-Humid,0,2,1,1,1,0,1,1,NORTHEAST,1
794.41,4,3,1,1720,Cold,0,2,1,1,1,0,1,1,NORTHEAST,0
353.11,2,0,2,1000,Cold,0,3,0,1,1,0,1,0,NORTHEAST,1
349.05,2,1,1,750,Cold,0,3,0,0,0,1,1,1,NORTHEAST,0
1842.33,4,4,2,4100,Very-Cold,0,4,1,1,1,0,1,1,MIDWEST,1
907.57,3,0,4,1060,Hot-Humid,0,4,1,0,1,0,1,0,SOUTH,1
766.78,2,1,3,750,Cold,0,1,0,1,0,1,1,1,MIDWEST,1
2012.16,3,2,1,4500,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
1066.12,1,2,3,850,Hot-Dry,0,1,0,1,1,1,1,1,WEST,0
2360.08,3,4,5,2200,Cold,0,3,1,1,1,1,1,1,MIDWEST,0
1659.49,4,2,2,3200,Mixed-Dry,0,3,1,1,1,0,1,0,WEST,0
1062.84,2,3,2,2200,Cold,0,2,1,1,1,0,1,1,MIDWEST,0
3158.2,4,3,4,2000,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
821.82,2,1,2,1020,Hot-Dry,0,1,0,1,1,0,1,0,WEST,0
1802.57,4,4,4,2230,Mixed-Humid,0,3,1,1,1,0,1,0,MIDWEST,0
1130.95,3,3,2,2300,Hot-Humid,0,2,1,1,1,1,1,1,SOUTH,0
3546.81,3,1,6,3700,Cold,0,3,1,1,1,1,1,1,MIDWEST,1
1848.95,3,1,2,1400,Marine,0,3,1,1,1,1,0,1,WEST,0
2955.1,3,3,4,1850,Hot-Dry,0,4,1,1,1,1,1,0,WEST,1
2171.33,3,2,3,1400,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
2087.72,3,3,2,1000,Very-Cold,0,1,1,1,1,1,1,0,MIDWEST,0
806.97,1,2,1,800,Hot-Humid,0,1,0,1,1,1,1,1,SOUTH,0
220.44,2,1,5,1080,Cold,0,1,0,1,0,0,1,0,WEST,0
1179.17,4,2,3,1900,Mixed-Humid,0,1,1,0,1,1,0,0,SOUTH,0
413.15,0,0,1,700,Marine,0,4,0,1,1,1,1,1,WEST,1
745.63,2,1,2,950,Mixed-Humid,0,1,0,1,1,0,1,0,SOUTH,0
1685.73,2,4,3,300,Hot-Dry,0,1,0,0,1,0,1,0,WEST,0
1696.4,4,3,4,1500,Hot-Dry,0,1,1,0,1,1,1,0,WEST,0
3323.06,4,5,2,2170,Marine,0,4,1,1,1,0,1,0,WEST,1
1846.39,3,3,3,1150,Mixed-Humid,0,3,0,0,0,1,1,1,NORTHEAST,1
1628.9,3,3,2,2000,Cold,0,1,1,1,1,0,1,0,MIDWEST,0
1621.84,4,1,1,2660,Hot-Humid,0,1,1,1,1,1,1,1,SOUTH,0
1541.92,3,2,4,1940,Cold,0,1,1,1,1,1,1,0,MIDWEST,0
1050.31,1,1,1,750,Mixed-Humid,0,2,0,1,1,0,1,1,SOUTH,0
1181.71,2,2,2,1200,Mixed-Humid,0,1,0,1,1,1,1,1,NORTHEAST,1
1633.01,4,2,7,2560,Mixed-Humid,0,2,1,1,1,0,1,0,SOUTH,1
2354.92,3,2,4,2900,Cold,0,3,1,1,1,1,1,0,NORTHEAST,1
1101.93,3,4,5,1800,Mixed-Humid,0,1,1,1,1,0,1,0,SOUTH,0
2168.95,3,2,2,2600,Hot-Humid,1,3,1,1,1,1,1,0,SOUTH,0
1186.01,4,3,4,3300,Mixed-Humid,0,4,1,1,1,1,1,0,NORTHEAST,1
455.51,2,1,3,3300,Cold,0,1,1,0,1,0,0,0,WEST,1
578.56,3,2,1,3000,Cold,0,1,1,1,1,0,1,0,MIDWEST,0
1363.62,1,1,2,890,Cold,0,3,0,1,1,1,1,0,NORTHEAST,1
1011.92,3,1,2,1230,Mixed-Humid,0,2,0,1,1,1,1,0,NORTHEAST,0
646.56,2,1,1,2480,Cold,0,1,0,1,1,0,1,0,MIDWEST,0
1895.33,0,2,2,1540,Very-Cold,0,2,1,1,1,1,1,0,MIDWEST,0
2179.12,4,3,3,3010,Mixed-Humid,0,4,1,1,1,0,1,0,MIDWEST,0
1199.99,4,3,2,2670,Hot-Humid,0,1,1,1,1,0,1,0,SOUTH,0
1053.91,3,2,1,1690,Hot-Dry,0,1,1,1,1,0,1,0,WEST,0
680.58,1,1,2,500,Cold,0,3,0,0,0,0,1,0,MIDWEST,1
2557.87,5,3,4,2740,Mixed-Humid,0,2,1,1,1,0,1,0,SOUTH,0
1573.67,3,4,3,1150,Hot-Humid,0,2,0,1,1,1,0,1,SOUTH,1
626.88,1,1,1,660,Hot-Dry,0,1,0,1,1,1,0,1,WEST,1
917.5,4,4,2,2550,Mixed-Humid,1,1,1,0,1,0,1,0,NORTHEAST,0
2145.36,4,5,2,2800,Hot-Humid,1,4,1,1,1,1,1,1,SOUTH,0
1173.52,2,3,4,970,Mixed-Humid,0,1,0,1,0,0,1,0,SOUTH,0
1318.4,3,3,6,2880,Cold,0,4,1,1,1,0,1,1,NORTHEAST,1
407.94,2,2,1,1170,Cold,0,2,0,1,1,0,1,0,WEST,1
905.48,2,3,2,1120,Mixed-Humid,0,1,0,1,1,1,1,1,SOUTH,0
2273.97,4,5,2,4500,Cold,0,4,1,1,1,0,1,0,NORTHEAST,1
1111.76,2,3,2,1200,Marine,0,2,1,1,1,0,1,0,WEST,0
1406.73,4,2,3,3600,Cold,0,1,1,1,1,0,1,1,NORTHEAST,1
2105.04,4,3,2,1400,Hot-Humid,0,1,1,0,1,0,0,1,WEST,0
774.55,2,2,2,2400,Cold,0,4,0,1,1,0,1,0,MIDWEST,0
1528.63,4,2,2,2600,Mixed-Humid,1,4,1,1,1,0,1,0,SOUTH,1
615.26,3,1,2,2100,Cold,0,1,1,1,1,1,1,0,WEST,0
339.49,1,1,1,700,Hot-Dry,0,1,0,0,0,1,0,0,WEST,1
642.64,2,1,1,930,Mixed-Humid,0,1,0,0,1,1,1,1,SOUTH,1
2042.42,4,3,4,1900,Cold,0,4,1,1,1,0,1,0,NORTHEAST,0
2034.63,4,2,7,2730,Mixed-Humid,0,2,1,1,1,0,1,0,SOUTH,0
1654.23,3,4,2,1080,Mixed-Humid,0,2,1,1,1,1,1,0,SOUTH,1
1580.53,3,5,2,1200,Mixed-Humid,0,1,1,0,1,1,1,0,SOUTH,0
731.65,1,1,2,500,Mixed-Humid,0,1,0,0,1,1,0,1,SOUTH,0
437.5,2,2,1,1440,Cold,0,2,0,1,1,0,1,0,MIDWEST,0
1585.12,5,3,4,4680,Cold,0,4,1,1,1,0,1,0,WEST,1
1586.16,3,2,2,1920,Hot-Dry,0,1,1,1,1,0,1,0,WEST,0
849.7,1,2,2,660,Hot-Humid,0,1,0,0,0,0,1,1,SOUTH,0
639.09,3,6,2,3000,Cold,0,3,1,1,1,0,1,0,WEST,0
740.83,2,1,1,2000,Cold,0,1,1,1,1,1,1,1,MIDWEST,0
551.34,2,1,1,2600,Marine,0,1,1,0,1,1,0,0,WEST,0
2343.41,3,1,3,2180,Hot-Dry,0,2,1,1,1,1,1,1,WEST,1
2928.74,4,7,3,6000,Mixed-Humid,1,4,1,1,1,0,1,0,SOUTH,1
1451.03,2,3,2,300,Marine,0,2,1,1,1,0,1,1,WEST,0
1827.91,3,1,1,2100,Cold,0,1,1,1,1,1,1,0,MIDWEST,0
1312.57,3,1,1,910,Mixed-Humid,0,1,0,0,0,0,1,1,NORTHEAST,1
632.1,4,1,3,600,Mixed-Humid,0,1,1,0,1,0,1,0,MIDWEST,0
1407.7,3,2,4,2200,Cold,0,3,1,1,1,1,1,1,WEST,1
315.79,6,3,3,1800,Hot-Humid,0,2,1,0,1,0,1,0,WEST,1
1027.48,3,1,1,2000,Mixed-Humid,0,1,1,0,1,0,1,1,SOUTH,0
786.4,2,1,2,2000,Cold,0,1,1,1,1,0,1,0,NORTHEAST,0
924.94,3,3,1,1500,Mixed-Humid,0,3,1,1,1,0,1,0,SOUTH,0
1003.37,2,2,1,1500,Cold,0,2,0,1,1,1,1,1,NORTHEAST,0
1038.48,2,1,3,550,Hot-Humid,0,1,0,0,0,0,0,0,WEST,0
1918.02,4,3,3,3500,Cold,1,4,1,1,1,0,1,0,NORTHEAST,1
1486.09,3,3,4,1880,Cold,0,2,1,1,1,1,1,0,MIDWEST,1
1407.75,3,3,2,3320,Cold,0,2,1,1,1,0,1,0,MIDWEST,0
802.7,2,1,2,1850,Cold,0,1,1,1,1,0,1,0,MIDWEST,0
926.42,1,0,1,860,Marine,0,1,0,0,0,1,0,1,WEST,0
571.91,3,1,1,1100,Cold,0,1,1,1,1,0,1,1,NORTHEAST,0
901.04,4,6,1,1860,Cold,0,1,1,1,1,0,1,0,NORTHEAST,0
1007.48,3,2,1,2800,Cold,0,2,1,1,1,0,1,0,MIDWEST,0
4117.71,2,1,3,700,Hot-Humid,0,2,0,0,0,0,1,1,WEST,0
915.27,4,5,3,2710,Mixed-Humid,0,3,1,1,1,0,1,1,NORTHEAST,0
1814,3,6,2,3850,Mixed-Humid,0,2,1,1,1,1,1,1,SOUTH,0
961.06,2,1,2,1100,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
1423.7,2,1,1,2370,Cold,0,1,1,0,1,0,1,1,MIDWEST,1
1076.28,3,3,3,2000,Hot-Humid,0,3,1,1,1,1,1,0,SOUTH,1
697.45,1,1,1,600,Cold,0,1,0,0,0,1,0,1,NORTHEAST,0
2925.38,5,4,6,1880,Cold,0,3,1,1,1,0,1,0,NORTHEAST,0
